,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_pounds,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,percentage_male,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
540,452,Drapion,4,Normal,POISON,Dark,1.3,135.58413,70,90,110,60,75,95,45.0,50.0%,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
541,453,Croagunk,4,Normal,POISON,Fighting,0.7,50.70625999999999,48,61,40,61,40,50,140.0,50.0%,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
542,454,Toxicroak,4,Normal,POISON,Fighting,1.3,97.885128,83,106,65,86,65,85,75.0,50.0%,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
543,455,Carnivine,4,Normal,GRASS,,1.4,59.52474,74,100,72,90,72,46,200.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
544,456,Finneon,4,Normal,WATER,,0.4,15.432339999999998,49,49,56,49,61,66,190.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
545,457,Lumineon,4,Normal,WATER,,1.2,52.91087999999999,69,69,76,69,86,91,75.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
546,458,Mantyke,4,Normal,WATER,Flying,1.0,143.3003,45,20,50,60,120,50,25.0,50.0%,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
547,459,Snover,4,Normal,GRASS,Ice,1.0,111.33330999999998,60,62,50,62,60,40,120.0,50.0%,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
548,460,Abomasnow,4,Normal,GRASS,Ice,2.2,298.72601,90,92,75,92,85,60,60.0,50.0%,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
549,460,AbomasnowMega Abomasnow,4,Normal,GRASS,Ice,2.7,407.8547,90,132,105,132,105,30,60.0,50.0%,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
550,461,Weavile,4,Normal,DARK,Ice,1.1,74.95707999999999,70,120,65,45,85,125,45.0,50.0%,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
551,462,Magnezone,4,Normal,ELECTRIC,Steel,1.2,396.8316,70,70,115,130,90,60,30.0,0.0%,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
552,463,Lickilicky,4,Normal,NORMAL,,1.7,308.6468,110,85,95,80,95,50,30.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
553,464,Rhyperior,4,Normal,GROUND,Rock,2.4,623.466536,115,140,130,55,55,40,30.0,50.0%,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
554,465,Tangrowth,4,Normal,GRASS,,2.0,283.514132,100,100,125,110,50,50,30.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
555,466,Electivire,4,Normal,ELECTRIC,,1.8,305.560332,75,123,67,95,85,95,30.0,75.0%,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
556,467,Magmortar,4,Normal,FIRE,,1.6,149.91415999999998,75,95,67,125,95,83,30.0,75.0%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
557,468,Togekiss,4,Normal,FAIRY,Flying,1.5,83.77556,85,50,95,120,115,80,30.0,87.5%,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
558,469,Yanmega,4,Normal,BUG,Flying,1.9,113.53793,86,76,86,116,56,95,30.0,50.0%,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
559,470,Leafeon,4,Normal,GRASS,,1.0,56.21780999999999,65,110,130,60,65,95,45.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
560,471,Glaceon,4,Normal,ICE,,0.8,57.09965799999999,65,60,110,130,95,65,45.0,87.5%,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
561,472,Gliscor,4,Normal,GROUND,Flying,2.0,93.69635,75,95,125,45,75,95,30.0,50.0%,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
562,473,Mamoswine,4,Normal,ICE,Ground,2.5,641.54442,110,130,80,70,60,80,50.0,50.0%,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
563,474,Porygon-Z,4,Normal,NORMAL,,0.9,74.95707999999999,85,80,70,135,75,90,30.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
564,475,Gallade,4,Normal,PSYCHIC,Fighting,1.6,114.64024,68,125,65,65,115,80,45.0,100.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
565,475,GalladeMega Gallade,4,Normal,PSYCHIC,Fighting,1.6,124.340568,68,165,95,65,115,110,45.0,100.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
566,476,Probopass,4,Normal,ROCK,Steel,1.4,749.5708,60,55,145,75,150,40,60.0,50.0%,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
567,477,Dusknoir,4,Normal,GHOST,,2.2,235.012492,45,100,135,65,135,45,45.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
568,478,Froslass,4,Normal,ICE,Ghost,1.3,58.642892,70,80,70,80,70,110,75.0,0.0%,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
569,479,Rotom,4,Normal,ELECTRIC,Ghost,0.3,0.6613859999999999,50,50,77,95,77,91,45.0,0.0%,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
570,479,Heat Rotom,4,Normal,ELECTRIC,Fire,0.3,0.6613859999999999,50,65,107,105,107,86,45.0,0.0%,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
571,479,Wash Rotom,4,Normal,ELECTRIC,Water,0.3,0.6613859999999999,50,65,107,105,107,86,45.0,0.0%,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
572,479,Frost Rotom,4,Normal,ELECTRIC,Ice,0.3,0.6613859999999999,50,65,107,105,107,86,45.0,0.0%,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
573,479,Fan Rotom,4,Normal,ELECTRIC,Flying,0.3,0.6613859999999999,50,65,107,105,107,86,45.0,0.0%,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
574,479,Mow Rotom,4,Normal,ELECTRIC,Grass,0.3,0.6613859999999999,50,65,107,105,107,86,45.0,0.0%,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
575,480,Uxie,4,Sub Legendary,PSYCHIC,,0.3,0.6613859999999999,75,75,130,75,130,95,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
576,481,Mesprit,4,Sub Legendary,PSYCHIC,,0.3,0.6613859999999999,80,105,105,105,105,80,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
577,482,Azelf,4,Sub Legendary,PSYCHIC,,0.3,0.6613859999999999,75,125,70,125,70,115,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
578,483,Dialga,4,Legendary,STEEL,Dragon,5.4,1505.75546,100,120,120,150,100,90,3.0,0.0%,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
579,484,Palkia,4,Legendary,WATER,Dragon,4.2,740.7523199999999,90,120,100,150,120,100,3.0,0.0%,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
580,485,Heatran,4,Sub Legendary,FIRE,Steel,1.7,947.9866,91,90,106,130,106,77,3.0,50.0%,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
581,486,Regigigas,4,Sub Legendary,NORMAL,,3.7,925.9404,110,160,110,80,110,100,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
582,487,Giratina Altered Forme,4,Legendary,GHOST,Dragon,4.5,1653.465,150,100,120,100,120,90,3.0,0.0%,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
583,487,Giratina Origin Forme,4,Legendary,GHOST,Dragon,6.9,1433.003,150,120,100,120,100,90,3.0,0.0%,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
584,488,Cresselia,4,Sub Legendary,PSYCHIC,,1.5,188.715472,120,70,120,75,130,85,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
585,489,Phione,4,Mythical,WATER,,0.4,6.834321999999999,80,80,80,80,80,80,30.0,0.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
586,490,Manaphy,4,Mythical,WATER,,0.3,3.0864679999999995,100,100,100,100,100,100,3.0,0.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
587,491,Darkrai,4,Mythical,DARK,,1.5,111.33330999999998,70,90,90,135,90,125,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
588,492,Shaymin Land Forme,4,Mythical,GRASS,,0.2,4.629702,100,100,100,100,100,100,45.0,0.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
589,492,Shaymin Sky Forme,4,Mythical,GRASS,Flying,0.4,11.464024,100,103,75,120,75,127,45.0,0.0%,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
590,493,Arceus,4,Mythical,NORMAL,,3.2,705.4784,120,120,120,120,120,120,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
591,494,Victini,5,Mythical,PSYCHIC,Fire,0.4,8.81848,100,100,100,100,100,100,3.0,0.0%,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
592,495,Snivy,5,Normal,GRASS,,0.6,17.857421999999996,45,45,55,45,55,63,45.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
593,496,Servine,5,Normal,GRASS,,0.8,35.27392,60,60,75,60,75,83,45.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
594,497,Serperior,5,Normal,GRASS,,3.3,138.89105999999998,75,75,95,75,95,113,45.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
595,498,Tepig,5,Normal,FIRE,,0.5,21.825738,65,63,45,45,45,45,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
596,499,Pignite,5,Normal,FIRE,Fighting,1.0,122.35640999999998,90,93,55,70,55,55,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
597,500,Emboar,5,Normal,FIRE,Fighting,1.6,330.693,110,123,65,100,65,65,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
598,501,Oshawott,5,Normal,WATER,,0.5,13.007258,55,55,45,63,45,45,45.0,87.5%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
599,502,Dewott,5,Normal,WATER,,0.8,54.01319,75,75,60,83,60,60,45.0,87.5%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
600,503,Samurott,5,Normal,WATER,,1.5,208.557052,95,100,85,108,70,70,45.0,87.5%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
601,504,Patrat,5,Normal,NORMAL,,0.5,25.573592,45,55,39,35,39,42,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
602,505,Watchog,5,Normal,NORMAL,,1.1,59.52474,60,85,69,60,69,77,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
603,506,Lillipup,5,Normal,NORMAL,,0.4,9.038942,45,60,45,25,45,55,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
604,507,Herdier,5,Normal,NORMAL,,0.9,32.407914,65,80,65,35,65,60,120.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
605,508,Stoutland,5,Normal,NORMAL,,1.2,134.48182,85,110,90,45,90,80,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
606,509,Purrloin,5,Normal,DARK,,0.4,22.266662,41,50,37,50,37,66,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
607,510,Liepard,5,Normal,DARK,,1.1,82.67325,64,88,50,88,50,106,90.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
608,511,Pansage,5,Normal,GRASS,,0.6,23.14851,50,53,48,53,48,64,190.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
609,512,Simisage,5,Normal,GRASS,,1.1,67.24091,75,98,63,98,63,101,75.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
610,513,Pansear,5,Normal,FIRE,,0.6,24.25082,50,53,48,53,48,64,190.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
611,514,Simisear,5,Normal,FIRE,,1.0,61.72935999999999,75,98,63,98,63,101,75.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
612,515,Panpour,5,Normal,WATER,,0.6,29.76237,50,53,48,53,48,64,190.0,87.5%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
613,516,Simipour,5,Normal,WATER,,1.0,63.93397999999999,75,98,63,98,63,101,75.0,87.5%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,517,Munna,5,Normal,PSYCHIC,,0.6,51.36764599999999,76,25,45,67,55,24,190.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
615,518,Musharna,5,Normal,PSYCHIC,,1.1,133.37950999999998,116,55,85,107,95,29,75.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
616,519,Pidove,5,Normal,NORMAL,Flying,0.3,4.629702,50,55,50,36,30,43,255.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
617,520,Tranquill,5,Normal,NORMAL,Flying,0.6,33.0693,62,77,62,50,42,65,120.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
618,521,Unfezant,5,Normal,NORMAL,Flying,1.2,63.93397999999999,80,115,80,65,55,93,45.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
619,522,Blitzle,5,Normal,ELECTRIC,,0.8,65.697676,45,60,32,50,32,76,190.0,50.0%,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
620,523,Zebstrika,5,Normal,ELECTRIC,,1.6,175.26728999999995,75,100,63,80,63,116,75.0,50.0%,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
621,524,Roggenrola,5,Normal,ROCK,,0.4,39.68316,55,75,85,25,25,15,255.0,50.0%,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
622,525,Boldore,5,Normal,ROCK,,0.9,224.87124,70,105,105,50,40,20,120.0,50.0%,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
623,526,Gigalith,5,Normal,ROCK,,1.7,573.2012,85,135,130,60,80,25,45.0,50.0%,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
624,527,Woobat,5,Normal,PSYCHIC,Flying,0.4,4.629702,65,45,43,55,43,72,190.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
625,528,Swoobat,5,Normal,PSYCHIC,Flying,0.9,23.14851,67,57,55,77,55,114,45.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
626,529,Drilbur,5,Normal,GROUND,,0.3,18.73927,60,85,40,30,45,68,120.0,50.0%,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
627,530,Excadrill,5,Normal,GROUND,Steel,0.7,89.06664799999999,110,135,60,50,65,88,60.0,50.0%,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
628,531,Audino,5,Normal,NORMAL,,1.1,68.34321999999999,103,60,86,60,86,50,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
629,531,AudinoMega Audino,5,Normal,NORMAL,Fairy,1.5,70.54784,103,60,126,80,126,50,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
630,532,Timburr,5,Normal,FIGHTING,,0.6,27.55775,75,80,55,25,35,35,180.0,75.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,533,Gurdurr,5,Normal,FIGHTING,,1.2,88.1848,85,105,85,40,50,40,90.0,75.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,534,Conkeldurr,5,Normal,FIGHTING,,1.4,191.80194,105,140,95,55,65,45,45.0,75.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
633,535,Tympole,5,Normal,WATER,,0.5,9.920789999999998,50,50,40,50,40,64,255.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
634,536,Palpitoad,5,Normal,WATER,Ground,0.8,37.47854,75,65,55,65,55,69,120.0,50.0%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
635,537,Seismitoad,5,Normal,WATER,Ground,1.5,136.68643999999998,105,95,75,85,75,74,45.0,50.0%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
636,538,Throh,5,Normal,FIGHTING,,1.3,122.35640999999998,120,100,85,30,85,45,45.0,100.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
637,539,Sawk,5,Normal,FIGHTING,,1.4,112.43562,75,125,75,30,75,85,45.0,100.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
638,540,Sewaddle,5,Normal,BUG,Grass,0.3,5.51155,45,53,70,40,60,42,255.0,50.0%,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
639,541,Swadloon,5,Normal,BUG,Grass,0.5,16.093725999999997,55,63,90,50,80,42,120.0,50.0%,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
640,542,Leavanny,5,Normal,BUG,Grass,1.2,45.19470999999999,75,103,80,70,80,92,45.0,50.0%,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
641,543,Venipede,5,Normal,BUG,Poison,0.4,11.684485999999998,30,45,59,30,39,57,255.0,50.0%,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
642,544,Whirlipede,5,Normal,BUG,Poison,1.2,128.97027,40,55,99,40,79,47,120.0,50.0%,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
643,545,Scolipede,5,Normal,BUG,Poison,2.5,442.02631,60,100,89,55,69,112,45.0,50.0%,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
644,546,Cottonee,5,Normal,GRASS,Fairy,0.3,1.3227719999999998,40,27,60,37,50,66,190.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
645,547,Whimsicott,5,Normal,GRASS,Fairy,0.7,14.550491999999998,60,67,85,77,75,116,75.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
646,548,Petilil,5,Normal,GRASS,,0.5,14.550491999999998,45,35,50,70,50,30,190.0,0.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
647,549,Lilligant,5,Normal,GRASS,,1.1,35.935306,70,60,75,110,75,90,75.0,0.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
